Sentiment,Headline
positive,Watch Christian Fraser talk to journalists in the BBC's Washington DC newsroom on election night.
negative,"No reason is given, but there is growing unease among Russians over President Putin's invasion of Ukraine."
neutral,"The order also covers design services , hardware , software licences , as well as maintenance services over six years ."
neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly ."
negative,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .
negative,Tobin was only unmasked after his final victim was found hidden under the floorboards of a church.
neutral,The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator .
positive,FINANCING OF ASPOCOMP 'S GROWTH Aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding HDI printed circuit boards PCBs .
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 ."
neutral,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand ."
negative,"The new chancellor has junked the prime minister's economic strategy in 24 hours, writes Laura Kuenssberg."
negative,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 ."
neutral,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .
neutral,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway ."
negative,The man was pulled into the Chinese consulate grounds in Manchester and beaten up.
neutral,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added ."
neutral,The sellers were the founders of the company .
negative,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel ."
neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis ."
positive,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .
positive,England manager Gareth Southgate is asked to explain the rivalry between the Three Lions and Wales as the teams prepare to meet at the World Cup.
neutral,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing ."
negative,The action is the latest in a series of walkouts and will affect deliveries of letters and parcels.
neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country ."
neutral,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good ."
positive,"Morocco head coach Walid Regragui says his players can be proud that they are playing a seventh game at the 2022 World Cup, even though it is not Sunday's final."
neutral,The beers differ slightly from mainstream beers .
negative,Watch the moment Zimbabwe fielder Milton Shumba loses his trousers whilst attempting to stop a Netherlands boundary in the T20 World Cup in Australia.
positive,The mother of United States midfielder Giovanni Reyna says she reported head coach Gregg Berhalter for kicking his wife when they were teenagers.
positive,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 ."
neutral,The layoff talks were first announced in August .
neutral,The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .
neutral,"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar ."
positive,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn ."
neutral,Investments are not disclosed .
neutral,Delivery will start immediately in June 2008 and will be completed in 2008 .
positive,"Those on means-tested benefits will get the money between 8 and 23 November, the government says."
negative,"A couple say their mortgage-free, low-cost tiny home has allowed them to take risks."
positive,Winger Dominic Young is preferred to England's leading try-scorer Ryan Hall for Saturday's game against Samoa in Newcastle.
negative,The coin bearing the name of Sponsian was considered apocryphal and had been locked away in a museum cupboard.
positive,"As England prepare to face France in the World Cup quarter-finals, here are some key things to know about Les Bleus' star forward Kylian Mbappe."
positive,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year ."
neutral,The shipyard hopes the regional government in Andalusia can offer its some form of financial support .
positive,Alma Media expects its net sales to increase as forecast previously .
negative,Amnesty International says at least eight people have died amid anti-government protests across Iran.
negative,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .
neutral,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security ."
negative,"The TV host, 72, is stable and receiving treatment being injured in a fire at his California garage."
positive,"While scientists agree on the dire state of life on Earth, they don't always agree on how we should describe it."
positive,But she did not reverse the decision to remove titles from four of her grandchildren.
